mmsi,timestamp,lat,lon,sog,cog,vessel_name,imo,vessel_type,type_code,length,width,draught
256600808,2019-01-19T01:05:00Z,30.993754,29.593589,17.1,260.7,HELLAS CARRIER O20,9605989,LNG Carrier,84,305,42,7.8
256778236,2019-01-19T01:05:00Z,33.041393,33.352528,11.1,130.1,EVER HORIZON I95,9484285,General Cargo,70,198,15,5.8
256784760,2019-01-19T01:05:00Z,34.327115,34.029886,17.5,289.7,SEASPAN SPIRIT J87,9929432,LNG Carrier,84,298,37,7.1
256827405,2019-01-19T01:05:00Z,33.682189,35.6448,10.7,9.9,MINERVA NAVIGATOR G22,9804510,Crude Oil Tanker,80,311,24,12.7
256949737,2019-01-19T01:05:00Z,35.200889,29.269943,14.5,226.3,OCEAN OASIS Y89,9716377,Crude Oil Tanker,80,182,32,8.2
311181747,2019-01-19T01:05:00Z,33.064983,34.654085,16.1,86.6,MINERVA FALCON T99,9313473,Container Ship,70,346,20,5.9
311223620,2019-01-19T01:05:00Z,34.083372,35.237926,10.5,175.5,EVER EAGLE C29,9250462,Chemical Tanker,82,112,20,8.7
311347056,2019-01-19T01:05:00Z,35.921227,29.671379,17.8,91.3,MAERSK GLORY M80,9439149,Container Ship,70,341,33,5.6
311371347,2019-01-19T01:05:00Z,35.345149,31.147839,12.1,107.1,NORDIC JEWEL R17,9202102,Product Tanker,81,327,47,13.3
311436857,2019-01-19T01:05:00Z,34.787626,32.274016,13.1,72.5,MT HORIZON S27,9541394,Bulk Carrier,70,350,25,12.0
311496667,2019-01-19T01:05:00Z,33.776285,27.42509,11.3,279.2,EVER EAGLE F82,9975942,Chemical Tanker,82,184,24,8.9
311539892,2019-01-19T01:05:00Z,34.58991,33.613169,18.3,111.6,EVER HORIZON X95,9475435,LNG Carrier,84,321,21,8.8
311769354,2019-01-19T01:05:00Z,34.100171,32.851953,11.4,124.0,PACIFIC NAVIGATOR M68,9766355,Chemical Tanker,82,304,50,12.4
311871112,2019-01-19T01:05:00Z,35.77721,31.304246,12.1,290.5,MV FALCON L62,9846985,Crude Oil Tanker,80,250,54,15.8
311941973,2019-01-19T01:05:00Z,31.863792,29.430373,18.2,299.2,SEASPAN FALCON R41,9827684,Container Ship,70,137,20,11.4
311995836,2019-01-19T01:05:00Z,32.148379,30.659499,21.3,17.1,CMA CGM LEADER O68,9177078,Container Ship,70,200,54,9.4
352168399,2019-01-19T01:05:00Z,35.39781,33.009474,12.7,66.6,MAERSK EAGLE N23,9368828,Crude Oil Tanker,80,149,26,8.9
352219142,2019-01-19T01:05:00Z,33.168404,29.436914,13.5,312.7,EVER STAR K83,9336541,Bulk Carrier,70,279,21,5.5
352295060,2019-01-19T01:05:00Z,35.387373,32.244007,10.8,287.9,EVER FALCON I30,9923394,General Cargo,70,309,27,11.2
352310756,2019-01-19T01:05:00Z,32.246734,34.654146,9.3,54.4,MT OASIS W75,9608823,Bulk Carrier,70,103,22,14.9
352346588,2019-01-19T01:05:00Z,31.903669,28.281089,9.9,144.7,SEASPAN JEWEL Q47,9517543,Bulk Carrier,70,246,26,5.9
352454640,2019-01-19T01:05:00Z,35.931425,30.123755,7.7,60.7,MT FALCON C93,9807230,Fishing,30,129,29,11.4
352455220,2019-01-19T01:05:00Z,32.688316,27.459457,11.7,320.2,MINERVA LEADER A29,9476361,General Cargo,70,257,24,9.7
352523932,2019-01-19T01:05:00Z,31.391294,29.225589,12.5,177.3,SEASPAN OASIS E60,9529725,Bulk Carrier,70,315,33,7.4
352543991,2019-01-19T01:05:00Z,32.958753,35.225931,11.6,178.1,OCEAN STAR U75,9471090,Chemical Tanker,82,117,41,15.5
352559241,2019-01-19T01:05:00Z,35.662049,30.102052,18.8,281.6,HELLAS OASIS O38,9888989,LNG Carrier,84,219,37,15.1
352853724,2019-01-19T01:05:00Z,31.917923,33.048693,13.7,244.1,MINERVA LEADER A35,9790083,Product Tanker,81,152,33,16.1
352889558,2019-01-19T01:05:00Z,34.018355,32.853018,12.5,91.3,PACIFIC OASIS U96,9207015,Chemical Tanker,82,183,48,10.4
352898890,2019-01-19T01:05:00Z,30.008191,33.417553,7.3,203.9,MV PIONEER P63,9589257,Fishing,30,290,33,11.6
352920294,2019-01-19T01:05:00Z,35.587582,29.714943,16.5,290.4,CMA CGM JEWEL A89,9719894,LNG Carrier,84,139,28,10.3
352930405,2019-01-19T01:05:00Z,31.292619,30.58596,9.3,77.2,MV NAVIGATOR P98,9799141,Bulk Carrier,70,141,29,9.1
352995549,2019-01-19T01:05:00Z,33.115787,35.605639,11.5,209.8,MT CARRIER R53,9604096,Chemical Tanker,82,329,41,13.9
370182565,2019-01-19T01:05:00Z,33.051448,30.33488,11.0,109.8,OCEAN JEWEL V64,9413408,Crude Oil Tanker,80,253,15,10.3
370202168,2019-01-19T01:05:00Z,35.37998,35.647926,13.5,272.9,MAERSK NAVIGATOR U15,9318103,Crude Oil Tanker,80,303,30,10.9
370326063,2019-01-19T01:05:00Z,30.499743,31.398298,17.7,92.8,MV EAGLE S70,9186670,LNG Carrier,84,130,39,7.3
370351522,2019-01-19T01:05:00Z,32.171471,28.840288,11.9,314.6,STENA JEWEL S88,9568180,Bulk Carrier,70,288,49,10.5
370359294,2019-01-19T01:05:00Z,35.491966,29.758504,17.2,96.6,GLOBAL STAR B65,9262271,Container Ship,70,195,33,12.2
370365510,2019-01-19T01:05:00Z,34.284853,34.305368,12.6,300.0,NORDIC JEWEL K62,9814570,Crude Oil Tanker,80,324,19,7.5
370371697,2019-01-19T01:05:00Z,32.318861,28.384457,13.0,297.2,HELLAS LEADER K34,9348726,Bulk Carrier,70,242,55,14.5
370478143,2019-01-19T01:05:00Z,33.561996,35.48528,12.1,51.6,SEASPAN FALCON Y85,9175450,General Cargo,70,190,24,14.6
370641646,2019-01-19T01:05:00Z,33.028407,31.245474,11.5,226.4,OCEAN FALCON O40,9728965,Chemical Tanker,82,248,16,14.5
370880703,2019-01-19T01:05:00Z,35.072085,28.666316,11.8,106.3,MT FALCON L19,9468172,Bulk Carrier,70,297,18,15.4
370889878,2019-01-19T01:05:00Z,31.38878,31.639144,6.9,346.3,SEASPAN CARRIER F71,9656139,Fishing,30,166,39,7.9
538102015,2019-01-19T01:05:00Z,33.985293,28.725157,18.4,324.9,NORDIC PIONEER W67,9717623,LNG Carrier,84,253,55,14.9
538234049,2019-01-19T01:05:00Z,32.829961,33.553407,17.4,151.8,SEASPAN CARRIER H72,9519569,Container Ship,70,226,32,10.3
538439133,2019-01-19T01:05:00Z,32.620252,34.743802,11.1,66.2,GLOBAL HORIZON S14,9754923,General Cargo,70,300,45,15.2
538503334,2019-01-19T01:05:00Z,33.07763,28.916754,11.6,151.6,STENA HORIZON X36,9818937,Bulk Carrier,70,202,39,8.6
538632608,2019-01-19T01:05:00Z,33.801583,27.885774,11.5,306.1,GLOBAL CARRIER Y91,9129658,General Cargo,70,266,15,11.1
538639862,2019-01-19T01:05:00Z,34.331768,32.997008,12.9,309.4,MV LEADER D99,9146538,Bulk Carrier,70,306,32,14.2
538843746,2019-01-19T01:05:00Z,32.923526,32.775772,16.5,60.1,PACIFIC OASIS A20,9743353,Container Ship,70,313,52,11.8
636165500,2019-01-19T01:05:00Z,30.988331,30.742524,11.0,70.3,STENA OASIS H73,9195897,General Cargo,70,127,27,8.7
636197821,2019-01-19T01:05:00Z,32.536297,34.063813,17.7,287.5,MSC SPIRIT L46,9323712,LNG Carrier,84,153,45,11.1
636203623,2019-01-19T01:05:00Z,32.420434,30.750971,12.4,223.2,MV STAR N39,9897567,General Cargo,70,147,20,10.6
636204037,2019-01-19T01:05:00Z,35.343286,28.466692,15.1,327.4,MSC FALCON Z32,9999167,LNG Carrier,84,249,53,12.0
636218434,2019-01-19T01:05:00Z,31.906736,29.898076,14.2,177.8,STENA NAVIGATOR X65,9528413,Crude Oil Tanker,80,102,36,12.9
636336036,2019-01-19T01:05:00Z,32.058264,31.810676,12.2,81.1,OCEAN EAGLE D76,9317085,Product Tanker,81,140,29,7.4
636337290,2019-01-19T01:05:00Z,32.269138,28.420536,9.0,328.4,MT GLORY A16,9823014,Bulk Carrier,70,123,27,11.9
636359168,2019-01-19T01:05:00Z,34.803765,32.981798,12.4,119.1,MV SPIRIT B18,9870089,Product Tanker,81,129,43,11.4
636397310,2019-01-19T01:05:00Z,35.270957,30.304229,12.4,300.7,MT GLORY V93,9543751,General Cargo,70,155,20,16.0
636473251,2019-01-19T01:05:00Z,33.126684,30.692242,12.2,238.8,PACIFIC JEWEL Y79,9621465,Product Tanker,81,232,18,16.0
636489070,2019-01-19T01:05:00Z,33.733224,34.907395,8.7,234.2,SEASPAN LEADER V94,9264684,Fishing,30,218,29,16.1
636720841,2019-01-19T01:05:00Z,31.212706,30.792308,16.4,131.0,SEASPAN HORIZON I29,9774566,LNG Carrier,84,185,23,10.1
636774169,2019-01-19T01:05:00Z,33.532865,27.551796,18.0,229.5,HELLAS SPIRIT D18,9221549,LNG Carrier,84,183,21,7.0
636776996,2019-01-19T01:05:00Z,31.337935,31.765663,21.2,239.0,STENA HORIZON S11,9662956,Container Ship,70,226,49,7.4
636803616,2019-01-19T01:05:00Z,34.280964,35.331814,13.0,94.9,SEASPAN HORIZON Q12,9871597,Crude Oil Tanker,80,118,41,10.8
636876100,2019-01-19T01:05:00Z,34.048008,31.539811,19.4,88.4,CMA CGM GLORY M69,9716787,Container Ship,70,106,28,6.5
636977627,2019-01-19T01:05:00Z,33.078976,32.556581,12.5,52.6,MINERVA EAGLE Y17,9976121,Chemical Tanker,82,120,47,7.0
205104643,2019-01-19T02:05:00Z,34.480918,30.843386,11.3,158.5,EVER FALCON P65,9844237,Crude Oil Tanker,80,290,16,10.6
205142308,2019-01-19T02:05:00Z,33.853978,34.797749,5.5,333.4,MINERVA NAVIGATOR H29,9359984,Fishing,30,317,29,8.9
205235559,2019-01-19T02:05:00Z,34.888306,33.505036,13.7,288.5,STENA CARRIER O40,9281195,Product Tanker,81,206,55,11.6
205334963,2019-01-19T02:05:00Z,31.966492,31.68415,11.4,248.6,MT STAR L97,9310117,Chemical Tanker,82,128,32,6.7
205434101,2019-01-19T02:05:00Z,34.285556,30.105539,18.8,289.6,EVER JEWEL T69,9267995,Container Ship,70,331,26,13.0
205455044,2019-01-19T02:05:00Z,31.970651,29.68963,10.5,195.1,EVER FALCON K19,9679186,Crude Oil Tanker,80,324,39,12.1
205524811,2019-01-19T02:05:00Z,34.050139,34.127874,5.5,138.6,MSC TRADER I42,9857882,Fishing,30,103,41,9.2
205696993,2019-01-19T02:05:00Z,34.131503,33.740476,13.1,295.6,PACIFIC PIONEER R69,9272185,Bulk Carrier,70,173,17,13.9
205746901,2019-01-19T02:05:00Z,33.704853,35.685433,17.7,229.3,CMA CGM JEWEL K48,9155197,LNG Carrier,84,185,54,8.1
205802789,2019-01-19T02:05:00Z,33.305457,29.964563,18.1,125.1,NORDIC NAVIGATOR Z30,9102523,LNG Carrier,84,144,49,8.9
211309127,2019-01-19T02:05:00Z,32.75398,33.166003,17.1,169.4,MV CARRIER G88,9108235,LNG Carrier,84,242,21,9.8
211572312,2019-01-19T02:05:00Z,31.90159,30.720048,12.7,63.3,GLOBAL STAR U47,9795468,Bulk Carrier,70,191,49,9.7
211577887,2019-01-19T02:05:00Z,35.410585,33.637492,11.7,280.3,MINERVA PIONEER T94,9264630,Product Tanker,81,231,26,12.7
211581913,2019-01-19T02:05:00Z,33.470286,33.233294,11.0,306.1,CMA CGM PIONEER L69,9497226,Bulk Carrier,70,240,30,10.2
211584886,2019-01-19T02:05:00Z,32.70236,33.794196,10.2,93.8,PACIFIC JEWEL T14,9180836,Bulk Carrier,70,145,22,12.1
211595176,2019-01-19T02:05:00Z,34.089768,34.289524,11.7,143.3,NORDIC TRADER P63,9677999,Chemical Tanker,82,191,49,6.1
211613317,2019-01-19T02:05:00Z,32.94417,27.532335,16.3,136.2,NORDIC PIONEER B11,9127706,LNG Carrier,84,221,51,10.9
211674029,2019-01-19T02:05:00Z,32.956121,29.982142,11.5,6.1,SEASPAN PIONEER P27,9451585,Bulk Carrier,70,207,40,10.4
211709302,2019-01-19T02:05:00Z,32.989837,30.812353,11.8,101.6,HELLAS HORIZON A54,9246062,Crude Oil Tanker,80,202,54,5.9
235215634,2019-01-19T02:05:00Z,31.878527,33.057115,8.8,66.7,MT FALCON Y85,9863236,Fishing,30,148,54,6.4
235225837,2019-01-19T02:05:00Z,33.285664,33.270432,12.3,15.5,PACIFIC STAR Z75,9952509,Product Tanker,81,255,33,6.2
235305591,2019-01-19T02:05:00Z,33.583243,35.536153,7.3,27.1,MSC NAVIGATOR S91,9189291,Fishing,30,122,17,10.6
235443631,2019-01-19T02:05:00Z,31.131966,31.834433,12.0,34.4,MINERVA LEADER I70,9192405,General Cargo,70,103,55,7.4
235482592,2019-01-19T02:05:00Z,34.230448,33.995794,12.6,300.7,MSC NAVIGATOR I78,9181748,Crude Oil Tanker,80,306,22,13.8
235505293,2019-01-19T02:05:00Z,34.587742,32.688808,17.5,298.2,EVER CARRIER I84,9208128,Container Ship,70,121,21,13.6
235507437,2019-01-19T02:05:00Z,33.83834,27.123717,16.6,253.1,SEASPAN JEWEL D94,9913425,Container Ship,70,317,34,13.1
235527156,2019-01-19T02:05:00Z,31.946275,32.775785,11.5,237.6,OCEAN GLORY P15,9178017,General Cargo,70,251,23,15.9
235643011,2019-01-19T02:05:00Z,34.458834,31.81241,5.6,93.3,SEASPAN PIONEER A23,9747885,Fishing,30,287,36,14.8
235727208,2019-01-19T02:05:00Z,33.788716,32.45344,8.1,120.7,STENA NAVIGATOR Q47,9775717,Fishing,30,103,34,14.0
235734311,2019-01-19T02:05:00Z,32.111851,33.258205,10.8,240.9,HELLAS JEWEL A66,9969967,General Cargo,70,275,25,6.2
235741437,2019-01-19T02:05:00Z,35.941315,30.453497,10.4,297.5,OCEAN SPIRIT T52,9719680,General Cargo,70,285,32,8.1
235762761,2019-01-19T02:05:00Z,33.824719,30.244382,10.3,137.2,HELLAS NAVIGATOR R34,9975188,Crude Oil Tanker,80,294,36,15.7
235892490,2019-01-19T02:05:00Z,33.511804,28.756963,14.5,89.6,HELLAS CARRIER U50,9661338,Crude Oil Tanker,80,256,24,5.8
235932663,2019-01-19T02:05:00Z,34.446909,35.252895,11.2,57.3,NORDIC HORIZON R77,9876384,Product Tanker,81,334,16,14.9
235953848,2019-01-19T02:05:00Z,35.129427,34.475589,9.9,97.6,OCEAN EAGLE O53,9979995,General Cargo,70,245,30,14.3
240274685,2019-01-19T02:05:00Z,34.324579,27.659417,18.4,77.5,MINERVA OASIS X75,9567559,LNG Carrier,84,329,15,10.5
240321850,2019-01-19T02:05:00Z,31.947365,30.438912,10.6,129.7,MSC GLORY V63,9434622,Bulk Carrier,70,263,41,10.0
240363724,2019-01-19T02:05:00Z,34.214685,31.205685,6.1,263.1,MAERSK LEADER B99,9994373,Fishing,30,234,28,6.8
240474471,2019-01-19T02:05:00Z,31.981173,31.347593,13.2,230.0,MT NAVIGATOR D35,9387876,Product Tanker,81,334,55,10.5
240581490,2019-01-19T02:05:00Z,31.773072,28.991629,18.2,257.8,SEASPAN HORIZON G32,9620170,LNG Carrier,84,221,48,9.1
240642636,2019-01-19T02:05:00Z,33.374621,33.895373,4.7,81.5,MAERSK HORIZON E93,9129864,Fishing,30,286,39,8.9
240858729,2019-01-19T02:05:00Z,34.587553,31.621705,17.1,106.9,HELLAS FALCON P24,9433740,LNG Carrier,84,105,25,13.8
240860747,2019-01-19T02:05:00Z,34.191497,34.87039,13.1,89.9,OCEAN PIONEER S34,9583429,Chemical Tanker,82,215,49,16.3
240899949,2019-01-19T02:05:00Z,34.962294,31.760407,9.3,69.7,SEASPAN TRADER F19,9665637,Bulk Carrier,70,278,34,5.6
240926565,2019-01-19T02:05:00Z,35.455115,31.576629,17.2,286.0,EVER TRADER X11,9411428,LNG Carrier,84,349,47,10.1
256307218,2019-01-19T02:05:00Z,34.153694,34.508914,12.3,285.7,SEASPAN PIONEER K35,9672803,Crude Oil Tanker,80,139,25,8.3
256331777,2019-01-19T02:05:00Z,34.265415,28.159796,12.1,283.3,MAERSK JEWEL Z26,9339965,Chemical Tanker,82,336,49,7.4
256335334,2019-01-19T02:05:00Z,34.378285,32.172935,9.3,41.5,GLOBAL HORIZON C56,9326479,Bulk Carrier,70,150,31,13.3
256526571,2019-01-19T02:05:00Z,34.535475,31.895884,10.4,118.5,CMA CGM PIONEER Q74,9193486,General Cargo,70,197,31,13.1
256537540,2019-01-19T02:05:00Z,35.689574,32.967062,6.6,262.9,MINERVA OASIS D17,9404936,Fishing,30,344,53,15.6
256600808,2019-01-19T02:05:00Z,30.96326,29.508554,18.1,261.1,HELLAS CARRIER O20,9605989,LNG Carrier,84,305,42,7.8
256778236,2019-01-19T02:05:00Z,33.032604,33.437155,10.5,120.9,EVER HORIZON I95,9484285,General Cargo,70,198,15,5.8
256784760,2019-01-19T02:05:00Z,34.314101,33.91864,15.5,279.3,SEASPAN SPIRIT J87,9929432,LNG Carrier,84,298,37,7.1
256827405,2019-01-19T02:05:00Z,33.759322,35.610366,14.6,11.9,MINERVA NAVIGATOR G22,9804510,Crude Oil Tanker,80,311,24,12.7
256949737,2019-01-19T02:05:00Z,35.233316,29.244742,10.3,222.3,OCEAN OASIS Y89,9716377,Crude Oil Tanker,80,182,32,8.2
311181747,2019-01-19T02:05:00Z,33.102516,34.918889,17.2,102.3,MINERVA FALCON T99,9313473,Container Ship,70,346,20,5.9
311223620,2019-01-19T02:05:00Z,34.079082,35.201332,12.7,178.2,EVER EAGLE C29,9250462,Chemical Tanker,82,112,20,8.7
311347056,2019-01-19T02:05:00Z,35.877485,29.85302,16.2,104.7,MAERSK GLORY M80,9439149,Container Ship,70,341,33,5.6
311371347,2019-01-19T02:05:00Z,35.27523,31.169467,13.3,96.5,NORDIC JEWEL R17,9202102,Product Tanker,81,327,47,13.3
311436857,2019-01-19T02:05:00Z,34.837026,32.449947,13.3,70.0,MT HORIZON S27,9541394,Bulk Carrier,70,350,25,12.0
311444506,2019-01-19T02:05:00Z,35.892144,35.278598,16.3,176.8,MSC JEWEL L89,9967165,Container Ship,70,224,31,8.9
311496667,2019-01-19T02:05:00Z,33.743057,27.378295,13.4,271.7,EVER EAGLE F82,9975942,Chemical Tanker,82,184,24,8.9
311769354,2019-01-19T02:05:00Z,34.031453,32.88662,12.2,110.7,PACIFIC NAVIGATOR M68,9766355,Chemical Tanker,82,304,50,12.4
311871112,2019-01-19T02:05:00Z,35.877366,31.253654,13.1,288.8,MV FALCON L62,9846985,Crude Oil Tanker,80,250,54,15.8
311941973,2019-01-19T02:05:00Z,31.865018,29.355674,21.1,303.7,SEASPAN FALCON R41,9827684,Container Ship,70,137,20,11.4
311995836,2019-01-19T02:05:00Z,32.207019,30.659514,16.8,26.0,CMA CGM LEADER O68,9177078,Container Ship,70,200,54,9.4
352168399,2019-01-19T02:05:00Z,35.402553,33.115441,12.3,68.7,MAERSK EAGLE N23,9368828,Crude Oil Tanker,80,149,26,8.9
352219142,2019-01-19T02:05:00Z,33.223655,29.397619,11.3,298.2,EVER STAR K83,9336541,Bulk Carrier,70,279,21,5.5
352295060,2019-01-19T02:05:00Z,35.498888,32.165611,11.0,281.5,EVER FALCON I30,9923394,General Cargo,70,309,27,11.2
352346588,2019-01-19T02:05:00Z,31.790818,28.371571,9.4,146.0,SEASPAN JEWEL Q47,9517543,Bulk Carrier,70,246,26,5.9
352454640,2019-01-19T02:05:00Z,35.992693,30.134228,4.8,66.8,MT FALCON C93,9807230,Fishing,30,129,29,11.4
352455220,2019-01-19T02:05:00Z,32.725763,27.46293,11.6,313.3,MINERVA LEADER A29,9476361,General Cargo,70,257,24,9.7
352523932,2019-01-19T02:05:00Z,31.308719,29.150438,9.7,176.0,SEASPAN OASIS E60,9529725,Bulk Carrier,70,315,33,7.4
352543991,2019-01-19T02:05:00Z,32.93689,35.273301,11.7,174.1,OCEAN STAR U75,9471090,Chemical Tanker,82,117,41,15.5
352559241,2019-01-19T02:05:00Z,35.636855,29.977097,17.6,283.9,HELLAS OASIS O38,9888989,LNG Carrier,84,219,37,15.1
352853724,2019-01-19T02:05:00Z,31.938527,33.118427,13.7,243.6,MINERVA LEADER A35,9790083,Product Tanker,81,152,33,16.1
352889558,2019-01-19T02:05:00Z,33.995021,33.027591,12.4,92.8,PACIFIC OASIS U96,9207015,Chemical Tanker,82,183,48,10.4
352898890,2019-01-19T02:05:00Z,29.99152,33.375677,6.6,210.9,MV PIONEER P63,9589257,Fishing,30,290,33,11.6
352920294,2019-01-19T02:05:00Z,35.53875,29.649988,15.1,293.0,CMA CGM JEWEL A89,9719894,LNG Carrier,84,139,28,10.3
352930405,2019-01-19T02:05:00Z,31.323994,30.749072,13.0,69.0,MV NAVIGATOR P98,9799141,Bulk Carrier,70,141,29,9.1
352995549,2019-01-19T02:05:00Z,33.03287,35.596988,13.2,206.9,MT CARRIER R53,9604096,Chemical Tanker,82,329,41,13.9
370182565,2019-01-19T02:05:00Z,32.997415,30.485407,14.1,108.5,OCEAN JEWEL V64,9413408,Crude Oil Tanker,80,253,15,10.3
370202168,2019-01-19T02:05:00Z,35.421503,35.463031,13.2,284.5,MAERSK NAVIGATOR U15,9318103,Crude Oil Tanker,80,303,30,10.9
370326063,2019-01-19T02:05:00Z,30.48302,31.395981,15.4,95.0,MV EAGLE S70,9186670,LNG Carrier,84,130,39,7.3
370351522,2019-01-19T02:05:00Z,32.131846,28.761584,11.3,314.3,STENA JEWEL S88,9568180,Bulk Carrier,70,288,49,10.5
370359294,2019-01-19T02:05:00Z,35.428254,29.8423,19.0,101.0,GLOBAL STAR B65,9262271,Container Ship,70,195,33,12.2
370365510,2019-01-19T02:05:00Z,34.287406,34.282065,10.3,291.5,NORDIC JEWEL K62,9814570,Crude Oil Tanker,80,324,19,7.5
370371697,2019-01-19T02:05:00Z,32.398105,28.328703,9.3,295.0,HELLAS LEADER K34,9348726,Bulk Carrier,70,242,55,14.5
370478143,2019-01-19T02:05:00Z,33.56763,35.502002,12.4,53.6,SEASPAN FALCON Y85,9175450,General Cargo,70,190,24,14.6
370641646,2019-01-19T02:05:00Z,32.939649,31.151499,11.3,230.9,OCEAN FALCON O40,9728965,Chemical Tanker,82,248,16,14.5
370880703,2019-01-19T02:05:00Z,34.992468,28.81624,11.2,115.6,MT FALCON L19,9468172,Bulk Carrier,70,297,18,15.4
370889878,2019-01-19T02:05:00Z,31.381134,31.614826,9.6,330.4,SEASPAN CARRIER F71,9656139,Fishing,30,166,39,7.9
538102015,2019-01-19T02:05:00Z,34.114773,28.702147,19.0,325.4,NORDIC PIONEER W67,9717623,LNG Carrier,84,253,55,14.9
538234049,2019-01-19T02:05:00Z,32.752201,33.571295,16.9,168.7,SEASPAN CARRIER H72,9519569,Container Ship,70,226,32,10.3
538439133,2019-01-19T02:05:00Z,32.697895,34.838112,10.5,63.7,GLOBAL HORIZON S14,9754923,General Cargo,70,300,45,15.2
538503334,2019-01-19T02:05:00Z,32.943016,28.985476,13.3,158.8,STENA HORIZON X36,9818937,Bulk Carrier,70,202,39,8.6
538632608,2019-01-19T02:05:00Z,33.812484,27.869364,10.5,306.0,GLOBAL CARRIER Y91,9129658,General Cargo,70,266,15,11.1
538639862,2019-01-19T02:05:00Z,34.331539,33.02863,10.5,292.3,MV LEADER D99,9146538,Bulk Carrier,70,306,32,14.2
538843746,2019-01-19T02:05:00Z,32.938555,32.835811,16.7,69.9,PACIFIC OASIS A20,9743353,Container Ship,70,313,52,11.8
538988212,2019-01-19T02:05:00Z,34.165966,35.795634,12.3,278.3,PACIFIC SPIRIT V26,9139808,Bulk Carrier,70,228,38,14.8
636165500,2019-01-19T02:05:00Z,31.016561,30.816101,11.5,57.2,STENA OASIS H73,9195897,General Cargo,70,127,27,8.7
636197821,2019-01-19T02:05:00Z,32.558115,33.858655,17.3,289.4,MSC SPIRIT L46,9323712,LNG Carrier,84,153,45,11.1
636203623,2019-01-19T02:05:00Z,32.40766,30.766666,11.4,227.8,MV STAR N39,9897567,General Cargo,70,147,20,10.6
636204037,2019-01-19T02:05:00Z,35.352104,28.450348,16.3,326.7,MSC FALCON Z32,9999167,LNG Carrier,84,249,53,12.0
636218434,2019-01-19T02:05:00Z,31.911201,29.934576,12.5,177.1,STENA NAVIGATOR X65,9528413,Crude Oil Tanker,80,102,36,12.9
636336036,2019-01-19T02:05:00Z,32.077955,31.904382,12.1,64.1,OCEAN EAGLE D76,9317085,Product Tanker,81,140,29,7.4
636337290,2019-01-19T02:05:00Z,32.242798,28.47793,12.8,321.9,MT GLORY A16,9823014,Bulk Carrier,70,123,27,11.9
636359168,2019-01-19T02:05:00Z,34.851891,33.015563,13.4,113.6,MV SPIRIT B18,9870089,Product Tanker,81,129,43,11.4
636397310,2019-01-19T02:05:00Z,35.403859,30.234398,12.4,304.0,MT GLORY V93,9543751,General Cargo,70,155,20,16.0
636473251,2019-01-19T02:05:00Z,33.014734,30.510298,13.9,245.3,PACIFIC JEWEL Y79,9621465,Product Tanker,81,232,18,16.0
636489070,2019-01-19T02:05:00Z,33.713302,34.938844,7.4,245.9,SEASPAN LEADER V94,9264684,Fishing,30,218,29,16.1
636720841,2019-01-19T02:05:00Z,31.193376,30.804782,15.5,114.4,SEASPAN HORIZON I29,9774566,LNG Carrier,84,185,23,10.1
636774169,2019-01-19T02:05:00Z,33.487046,27.571809,18.6,234.5,HELLAS SPIRIT D18,9221549,LNG Carrier,84,183,21,7.0
636776996,2019-01-19T02:05:00Z,31.310182,31.769862,19.7,250.0,STENA HORIZON S11,9662956,Container Ship,70,226,49,7.4
636803616,2019-01-19T02:05:00Z,34.242394,35.429569,14.4,90.4,SEASPAN HORIZON Q12,9871597,Crude Oil Tanker,80,118,41,10.8
636876100,2019-01-19T02:05:00Z,34.096269,31.582888,16.1,89.5,CMA CGM GLORY M69,9716787,Container Ship,70,106,28,6.5
636977627,2019-01-19T02:05:00Z,33.171346,32.689437,11.8,52.9,MINERVA EAGLE Y17,9976121,Chemical Tanker,82,120,47,7.0
205104643,2019-01-19T03:05:00Z,34.386033,30.860205,12.3,158.5,EVER FALCON P65,9844237,Crude Oil Tanker,80,290,16,10.6
205142308,2019-01-19T03:05:00Z,33.857,34.808561,4.5,336.6,MINERVA NAVIGATOR H29,9359984,Fishing,30,317,29,8.9
205235559,2019-01-19T03:05:00Z,34.892466,33.439996,12.5,278.5,STENA CARRIER O40,9281195,Product Tanker,81,206,55,11.6
205334963,2019-01-19T03:05:00Z,31.920461,31.690505,12.9,240.9,MT STAR L97,9310117,Chemical Tanker,82,128,32,6.7
205434101,2019-01-19T03:05:00Z,34.310776,30.036127,18.4,295.7,EVER JEWEL T69,9267995,Container Ship,70,331,26,13.0
205455044,2019-01-19T03:05:00Z,31.95975,29.717,14.4,196.0,EVER FALCON K19,9679186,Crude Oil Tanker,80,324,39,12.1
205524811,2019-01-19T03:05:00Z,33.966303,34.241927,4.6,136.0,MSC TRADER I42,9857882,Fishing,30,103,41,9.2
205696993,2019-01-19T03:05:00Z,34.084625,33.591061,10.5,299.5,PACIFIC PIONEER R69,9272185,Bulk Carrier,70,173,17,13.9
205705701,2019-01-19T03:05:00Z,34.013922,35.48052,11.0,284.3,SEASPAN SPIRIT S27,9839020,General Cargo,70,250,47,15.2
205746901,2019-01-19T03:05:00Z,33.614834,35.577029,17.1,237.3,CMA CGM JEWEL K48,9155197,LNG Carrier,84,185,54,8.1
205802789,2019-01-19T03:05:00Z,33.1968,30.058179,16.0,132.9,NORDIC NAVIGATOR Z30,9102523,LNG Carrier,84,144,49,8.9
